place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,입장료,review,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,접근로,장애인 주차 안내,휠체어,수용인원,규모,출입통로,엘리베이터,수유실,판매 품목,시설이용료,체험프로그램,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,주차요금,대중 교통,시각장애 기타상세,오디오 가이드,지체장애 기타 상세,유아용보조의자,개장기간,관람석,부대시설,보유장비,보조견 동반,대여안내,점자 블록,안내 요원
화산산성,"화산산성은 해발 828m 화산 정상부에 외부로부터 침입을 막기 위해 조선 후기에 쌓았다. 둘레는 약 9,300보, 높이가 10척으로 기록되어 있다. 조선 숙종 35년(1709)에 병마절도사 윤숙이 군대를 주둔시키기 위해 동쪽과 서쪽, 남쪽과 북쪽 사방 문의 기초 공사를 시작하였다. 성벽을 쌓기 위해 돌로 된 재료를 모으고 수구문을 쌓던 중 흉년과 질병이 겹쳐 공사가 중지되었고, 그 후 계속 지금의 상태로 두었다고 한다. 조선 중기 이후 유행한 2층 수구의 형태, 조선 후기 성문과 성벽 등 성을 쌓던 기법과 공사의 순차를 연구하는 데 귀중한 자료이다.",,http://www.gunwi.go.kr/tour,대구광역시 군위군 삼국유사면 화북리 산230,상시 개방,연중무휴,불가능,대구광역시 기념물 화산산성 (1984.05.21. 지정),무료,마을의 조형물이 예쁘긴했고 올라가며 경치는 좋았지만 특별히 볼것도 없어 조금은 허무했어요 근처 캠핑장도 있고 대구 근교라 차박도 많은것 같습니다 밤하늘 별 보기도 좋고 조용한 시골 분위기도 너무 좋네요 힐링됩니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안지랑 곱창골목,안지랑 곱창골목은 안지랑오거리에서 앞산 안지랑골로 통하는 길 중간에 형성된 곳이다. 양념 곱창집들이 즐비한 곱창 골목으로 1979년경 충북식당을 시작으로 1998년 IMF 이후 생계유지 업소가 늘어나기 시작해 오늘에 이르렀다. 서민들이 부담 없이 즐길 수 있는 휴식처이자 최근엔 젊은 층이 주도하는 젊음의 거리로 발전하였다. 2012년에는 문화체육관광부 주관 전국 5대 음식테마거리로 선정된 바 있다.,,,대구광역시 남구 안지랑로16길 67,※ 점포별 상이함,※ 점포별 상이함,"가능
요금 (무료)",,,"일본인 친구들이 오면 항상 안지랑 곱창골목을 소개해주는데 매번 반응이 좋습니다. 이번에는 운이좋게도 관광공사가 함께하는 이벤트시기와 맞아서 친구가 맛있는 곱창세트도 먹고 가게에서 받은 쿠폰을 잘 활용해서 관광안내소에서 기념품도 받았습니다. 외국인친구가 한국과 대구의 좋은 기억을 가지고 돌아가서 더 뜻깊었습니다. 대구여행하면 빼놓을 수 없는 곳이죠! 1월의 마지막 주말에 다녀왔는데~ 오랜만에 방문해도 여전히 맛있었고, 행복한 식사였습니다! 곱창집이 즐비한 골목에서 어떤 가게를 선택할지 행복한 고민도 재밌었구요! 곱창 양이 어마 무시합니다~~^^ 안지랑 곱창이 먹고싶어서 타지역인 대구까지 방문한다고 해도 시간이 아깝지 않았어요!^^ 포장도 가능해서 좋았어요!",,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구제일교회,"대구제일교회는 1893년에 설립된 교회로 경상북도, 대구시 최초의 교회이며, 약령시 약전골목 한복판 약령시 한방박물관, 대구교남 YMCA회관과 같이 있다. 대구 최초의 천주교 성당인 계산주교좌성당과는 서성로를 사이에 두고 서로 마주 보고 있다. 예전에는 성안에 있다 해서 성내교회 혹은 남문안에 위치하여 남문안예배당, 남문내교회로도 불리었다.
건물은 전형적인 고딕 양식으로 서유럽의 이국적인 느낌을 준다. 건물의 층수는 2층이며, 종탑은 5층이고 높이는 33m이다. 위치의 특성상 약령시 한방문화페스티벌이나 대구시 주요 축제 때 주 관광지가 되며 대구 시내 투어나 대구 근대 골목길 코스에도 포함되어 많은 사람들이 관광을 목적으로 방문하는 곳이다. 최초의 예배당은 기존의 한옥집을 1896년에 매입해 사용하여 남성정 교회로 이름하다가, 1908년에 두 번째 예배당을 지었다. 두 번째 예배당은 미국인 선교사들과 한국인 전통 목수들이 함께 지은, 단층의 건물로 교회의 정면 한가운데 출입구를 겸한 종탑을 세우고 그 양쪽에 세로로 긴 창문을 규칙적으로 배치하여 좌우가 대칭을 이루었다. 이 건물의 양철지붕, 창문, 종탑 등은 당시 대구 부민들에게는 매우 이색적이고 경이로운 것으로 오랫동안 구경거리가 되었다고 한다. 그러나 1931년 철거했고 새로 1933년 세 번째 예배당으로 사용하기 위하여 2층으로 건물을 준공하였고 제일교회로 이름을 바꾸었다.
1936년에 고딕 양식의 종탑을 추가적으로 세워 현재의 모습이 되었다. 종탑부는 1층에서 5층까지 창문이 제각기 다르게 설계됐고 윗부분에는 팔각형의 뾰족탑을 세웠다. 이 같은 특성과 역사성에 기인하여 1992년 본당과 종탑이 대구유형문화재 제30호로 지정되었다. 이 건물의 전체적인 양상은 평면이 남북으로 긴 직사각형이고, 앞면 중앙에 현관을 두고 오른쪽에는 종탑을 세운 간결한 고딕 건물이다. 대구 제일교회는 대구의 수많은 교회 건물 중 가장 오랜 역사를 가졌고, 기독교가 근대화에 기여한 상징물로서 근대 건축사 연구에 귀중한 자료가 되고 있다. 1994년 동산동으로 본당을 건축하여 갔으며 이곳은 100여년간 대구제일교회로 사용된 곳이다. 이후 약령시한의학박물관 옆에서 기독교 역사관으로 운영되고 있다. 기독교역사관에는 개화기 시절 사용했던 성경, 찬송가, 헌금함 등 다양한 물품과 당시의 사진 등이 전시되어 있다. 또한, 대구제일교회의 연혁, 역사, 선교사들의 활동 이야기가 기록, 전시되어 있다. 1919년 3·1 운동에 참여한 교회로서 독립선언문의 탁본을 만들어 볼 수 있는 체험 공간도 마련되어 있다.",,http://www.firstch.org/Page/Index/879,대구광역시 중구 국채보상로102길 50 (동산동),10:00~17:00,매주 일~월요일,가능,대구광역시 유형문화유산 (1992.01.07. 지정),무료,근대골목투어할때 지나게 되는 코스중 하나에 제일교회가 있어요. 여기에서 근대골목투어 스탬프 하나 찍을수 있구요. 대구에서 가장 오래된 기독교 건물이라 대구유형문화재로 지정되어 있다고 하더라구요. 그냥 보기에도 약간 영화에서 보던 서양중세건물 느낌이라 오래된 건축물 같아 보였어요. 대구 최초의 서양식 건물인 계산성당 바로 근처에 있어서 찾기 어렵지 않았어요. 근대골목투어를 통해 방문했었는데 설명과 함께 야간의 교회 모습을 볼 수 있어서 좋았습니다 가보면 너무 예쁜 건축물의 모습에 반했어요. 현재와 과거가 공존하는 교회의 모습에 인증샷은 필수예요. 동성로도 가까워서 걸어가기 좋은 곳이지만 주차는 쫌 불편해요 근대 최초 교회 소중한 국내여행,,장애인용화장실 있음,독립선언문 탁본 체험,,,,,경사로 있음,장애인 전용 주차구역 있음_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,
모명재,"모명재는 임진왜란 때 명나라 원군으로 참전하였다가 조선에 귀화한 두사충을 기리기 위하여 두릉 두씨 문중에서 건립한 재실이다. ‘모명재’는 고국인 명나라를 사모한다는 뜻이다. 두사충은 중국 두릉 출신으로, 임진왜란이 일어나자 명나라 제독 이여송 휘하의 장수로 조선에 파견되었다. 그는 지세를 살펴 진지를 설치하기에 적합한 장소를 찾는 수륙지획주사라는 직책을 맡았으며, 이여송의 일급 참모로서 조선군과도 전략·전술상의 긴밀한 협의를 진행하였다. 임진왜란이 평정되자 고향으로 돌아갔지만, 정유재란이 발발하자 아들 두산, 두일건과 함께 매부인 진린 도독과 다시 출진하였다.

전란이 끝난 뒤 두사충은 두 아들과 함께 조선에 귀화하였고, 조정에서는 그에게 대구 시내 중앙공원(현 경상감영공원) 일대의 땅을 하사하였다. 이후 그 땅에 경상감영이 들어서자 두사충은 자신의 토지를 내어주고 계산동으로 이주하였다. 고국에 두고 온 부인과 형제들을 그리워하던 그는 최정산(현재의 대덕산) 아래로 거처를 옮기고, 동네 이름을 ‘대명동’이라 붙였다. 또한 단을 쌓아 매월 초하루가 되면 명나라 황제가 있는 자금성 방향으로 배례를 올렸다고 전한다.

모명재는 네모 반듯한 대지 위에 남향으로 배치되어 있으며, 정면 네 칸, 측면 두 칸 규모의 겹처마 팔작기와집이다. 대청을 중심으로 좌우에 온돌방을 두고, 앞쪽에는 반 칸 규모의 퇴칸을 마련하였다. 이 건물은 20세기 초 대구 지역 재실 건축 형식을 잘 보여 주는 사례이다. 모명재는 1912년 경산 객사가 철거되자, 그 재목을 후손들이 옮겨와 두사충의 묘소 앞에 지은 것으로, 1966년에 낡은 건물을 중수하였다. 대구를 방문하는 중국인 관광객들이 가장 먼저 찾는 장소로 알려져 있으며, 최근 재정비 사업을 통해 새롭게 단장되었다.",,https://www.suseong.kr/tour,대구광역시 수성구 달구벌대로525길 14-23 (만촌동),상시 개방,연중무휴,가능,,무료,,전 연령,있음(한국전통문화체험관),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구 계산동성당,"계산성당은 중구 계산오거리에 위치하며 범어대성당과 함께 천주교 대구 대교구의 공동 주교좌성당이다. 본당의 주보성인은 루르드의 성모 마리아이다. 1898년에 본당을 세웠는데 명동성당을 건축하고 전주 전동성당을 설계한 프와넬 신부가 맡았으며 특히 스테인드 글라스는 프랑스에서 직접 공수하였다. 도심 가까이 위치하고 야간 조명이 설치되어 아름다운 야경도 감상할 수 있으며 성당 주위로 산책로가 잘 조성되어 있어 도심에서 휴식을 위해 방문하는 이들도 많다.

한 가지 특이한 점은 대구 최초의 가톨릭 성당인 계산성당과 역시 대구 최초의 개신교 예배당인 대구제일교회는 도로 하나를 사이에 두고 서로 마주 본다는 것이다. 교파를 초월하여 계산동, 동산동 일대는 대구 그리스도교 역사의 출발지점인 것이다. 건립 당시 현 위치와 서편 청라언덕 사이에 고민하다가 노인 신자들의 요청으로 현 위치에 성당을 건립하기로 정해졌다고 한다. 원래는 성공회 강화성당과 비슷한 한옥식 건물이었지만, 화재로 1901년에 전소되자 새로 고딕식 성당을 지었으며 경상도에서 최초로 건립된 서양식 성당으로 문화재청의 관리를 받고 있다. 계산동성당은 남구 대명동의 가르멜여자수도원, 대한성공회 서울주교좌성당과 더불어 도심지역에서 실제 종을 타종하는 몇 안 되는 곳들 중 하나다. 때문에 삼종시간의 종소리를 들으면 마치 유럽에 여행을 온 듯한 분위기를 느낄 수 있다.",,http://www.gyesancathedral.kr/,대구광역시 중구 서성로 10 (계산동2가),"[본당 미사시간]
- 주일 미사 : 06:30, 08:30, 09:30, 11:00(교중미사), 16:00(청년미사), 17:30, 20:00, 21:30
- 월요일 : 06:30
- 화요일~금요일 : 06:30, 11:30, 19:30
- 토요일 : 06:30
- 토요특전 : 16:00(어린이 미사), 19:30(청소년 미사)",,가능,사적 대구 계산동성당 (1981.09.25. 지정),무료,폭싹속았수다 결혼식씬에 나왔다는 성당이예요. 어제 부활절 맞이 미디어파사드 공연이 있다고 해서 또 방문. 요즘 화제의 드라마 폭삭 속았수다에서 금명이의 결혼식 장면 촬영지로 알려져 찾는 사람이 더 많다고 해요. 미디어 파사드 공연은 눈을 담느라 사진을 못 찍었는데 성당 정면 벽을 배경으로 보여진 미디어파사드 공연 좋았어요. 시내 근처라 찾아가기 편하고 방문하는 사람들도 많아요. 스테인드글라스가 너무 아름다운데 그 중에서도 한복 입은 우리 나라 순교자들의 모습이 인상 깊었어요. 맑은 겨울 하늘 아래 봐도 참 이쁩니다. 도로변이라 지나가며 보이는데 성당 맞은편은 청라언덕이니 보통 묶어서 관광하죠 성당쪽은 근대골목 관광지구요 대구 최초의 성당이라 의미가 남다른 곳이에요 천주교인이라 자주 가곤 하는데 여긴 성당이지만 분위기가 예뻐서 교인이 아니더라도 많은 분들이 오시는 것 같더라구요 역사적인 의미도 있는 곳이라 아이들을 데리고 가족끼리 와도 좋고 주위에 맛있는 커피숍도 많아 연인이나 친구와 함께 둘러보기에도 좋은 곳이랍니다 대구에서 꼭 한번은 들러봤으면 하는 곳으로 추천추천이에요 대구최최의 성당..천주교인으로서 자주 옵니다. 대구에서 엄청 오래된 성당이에요. 그만큼 성당건물도 고풍스럽고 멋지구요. 성당안 스테인드 글라스가 엄청 이쁘더라구요. 분위기가 참 고용하고 경건했던 기억이 나네요. 계산성당 주변으로 청라언덕이랑 근대문화골목도 있어서 같이 가보는것도 괜찮아요. 정각에 종이 칩니다 너무 예쁜 소리가 가던길을 멈추게 합니다 오르간 연주도 있다고 하는데 둘어보고 싶어요 조만간 가을에 야행 프로그램 할텐데 계산성당 파이프 오르간 연주 들으러 오세요. 소리 아름답습니다. ^^ 멋진 성당입니다. 기억에 남는 장소예요,전 연령,있음(남녀 구분),,,,,,주출입구는 계단이 있으나 좌측 보조출입구에 경사로가 설치되어 있음,장애인 전용 주차구역 있음_무장애 편의시설,휠체어 대여 가능함,,,,,,,,,,,,,,,,,,,,,,,,,,
대구근대역사관,"대구근대역사관은 근대기 대구의 흔적과 역사, 전통, 문화를 사랑하는 이들의 요람이 되는 곳이다. 근대문화유산인 역사관 건물은 1932년 조선식산은행 대구지점으로 건립되어, 1954년부터는 한국산업은행 대구지점으로 이용된 근대문화유산이다. 르네상스 양식으로 조형미가 뛰어난 역사관 건물은 원형이 잘 보존돼 2003년 대구시유형문화재 제49호로 지정되었다. 2008년 대구도시공사가 이 건물을 사들여 대구시에 기증했으며 이후 대구근대역사관으로 새롭게 단장돼 2011년 1월 문을 열었다. 지상 2층, 지하 1층의 박물관에는 근대기 대구의 모습과 그 당시의 삶을 살아간 선조들의 모습을 알 수 있는 상설전시를 통해 근대 대구의 역사를 시대별, 주제별로 전시하고 있으며, 우리나라 최초의 시내버스인 부영버스를 체험해 볼 수 있는 색다른 공간도 마련되어 있다. 전시공간 외에도 체험실, 문화강좌실을 갖추고 있어 다양한 체험을 할 수 있는 장소이다.",,https://daeguartscenter.or.kr,대구광역시 중구 경상감영길 67 (포정동),09:00~18:00 (관람 종료 30분 전 입장 마감),매주 월요일 / 설·추석당일 / 박물관장이 인정한 날,불가능,,,집 근처라 우연히 지나가는 길에 사람들이 많아서 한번 들러봤어요. 이용요금도 무료고 생각보다 볼거리가 많아서 유익한 시간이였어요~ 대구 시내랑 접근성도 좋아 여행객들에게 추천드립니다! 대구가 은근 역사적으로 볼거리가 많은 것 같아요. 대구 동성로에 갈 때마다 대구 근대 역사관은 빠짐없이 들리곤 해요 대구 근대기에 대해 시대별로 알 수 있고 다양한 체험 거리도 있어서 역사적으로 뜻깊은 공간인 것 같아요. 대구 오시는 분들 꼭 들르시길 바라요 시내에 있어 접근성도 좋고 이용요금도 무료여서 쉽게 방문할 수 있는 역사관입니다. 근대역사관 내 무료 전시회 및 기획전도 하고 있어서 아이와 함께 역사체험하기 좋은 곳으로 추천해요 대구근대역사관은 경상감영공원 바로 곁에 있고 근처가 북성로 공구골목이라서 근대 분위기를 느끼며 돌아보기 좋은 위치입니다. 2층 기획전도 가끔 열리고 무료라서 구경하기 좋아요 대구근대역사관 전시가 너무 좋았어요 근대 대구에 관한 역사와 정보가 잘딤긴 전시중입니다. 팁으로 1층 로비에 무료로 이용가능한 물품보관소가 있어서 주변 시내 여행할 때 요긴해요! :) 방학때 아이들과 갈 곳을 찾아보다 가게 된 곳인데 아이들이 너무 좋아했어요. 자기들이 아는 거 나올때는 막 흥분해서 설명도 해주고 교육에 도움이 되는 부분들이 많아 추천합니다. 지인 추천으로 가게되었는데 아이들과함께 교육에 도움이 되는거같아 좋았네요~ 갔다와서 아이들도 학교공부에 도움이되었다고 좋아하더라구요,,,,,,무료,,출입구까지 경사로가 설치되어 있음_무장애 편의시설,,"수동휠체어 대여가능(안내데스크, 1대구비)",50명,1971㎡,주출입구는 계단이 있으나 건물 뒷편 보조출입구에 경사로가 설치되어 있음(수동문),장애인용 엘리베이터 있음,수유실 있음,,,,,,,,,,,,,,,,,,,,,
서남신시장,"서남신시장은 대구광역시 달서구에 위치한 전통시장으로 먹거리부터 농산물, 수산물, 축산물, 과일 등 다양한 품목을 판매하고 있다. 시장으로 들어가게 되면 양쪽으로 줄지어 있는 가게들 모습을 볼 수 있다. 입구 근처는 분식점들이 늘어서 있고, 조금 걷다 보면 과일가게, 과일이 있는 곳에서 더 들어가게 되면 해산물과 정육점 가게들이 나온다. 직접 눈으로 보고 신선한 제품을 골라 구매할 수 있으며, 그 자리에서 바로 손질을 해준다.",,,대구광역시 달서구 달구벌대로329길 10 (감삼동),점포 별로 상이함,점포 별로 상이함,"가능
요금 (최초 30분 500원 / 초과 시 10분마다 300원)",,,맛있는 분식집과 유명한 족발집이 즐비한 시장! 저렴한 가격에 장을 볼수 있고 품질 좋은 과일까지 많은 사람 사는 냄새가 나는 시장! 그리고 회도 싸고 맛있어요. 추천합니다. 대구 갈때마다 들리는 서남시장!!! 시장안에 맛집이 많아요 김주연족발이랑 바우떡볶이는 최애맛집♡♡ 한달에 한번은 꼭 방문하게 되는 맛있는 먹거리와 사람사는 냄새가 나는 시장이예요~ 특히 호떡이 정말 맛있는데 사장님 인심도 좋으시고 맛좋아요! 주차도 편리하고 시장내에 소소한 행사거리도 많아서 애들 데리고 가기 참 좋았어요 다음 방문에 또 봐요 서문시장!,,,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,농산물 / 수산물 / 축산물 / 과일 / 생활용품 등,,,,,,,,,,,,,,,,,,,,
대명시장,"대명시장은 대구광역시 남구 대명동에 위치한 재래시장으로, 1975년부터 운영을 시작한 상설시장이다. 인근에 지하철 3호선 남산역과 버스정류장이 있어 대중교통 이용이 용이하고, 공영주차장도 마련되어 있어 자차를 가지고 편리하게 방문하기 좋다.
시장에는 아케이드를 설치하여 비나 눈이 와도 장을 볼 수 있다. 각종 먹거리를 비롯하여 농산물, 수산물, 축산물, 과일, 생활용품 등 다양한 물품들을 판매하고 있다. 시장 인근에는 대명문화거리와 카페, 맛집 등이 줄지어 있어 연계 관광하기에도 좋다.",,,대구광역시 남구 명덕로14길 16 (대명동),점포 별로 상이함,점포 별로 상이함,"가능
요금 (최초 30분 300원 / 추가 10분당 200원)",,,,,,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음(공영주차장)_무장애 편의시설,,,,주출입구는 턱이 없어 휠체어 접근 가능함,,,수산물 / 농산물 / 축산물 / 과일 / 생활용품 등,,,,,,,,,,,,,,,,,,,,
치킨체험 테마파크 땅땅치킨랜드,"2018년 오픈한 땅땅랜드는 치킨 만들기 테마파크로, 2019년에는 연간 6만여 명의 국내외 체험객이 다녀갔으며, 동남아 관광객도 2만여 명이 찾았다. 땅땅치킨랜드는 관광공사의 대구 10대 체험관광지, 해외인센티브관광 지원대상 관광지, 대구웰니스체험관광지, 한식체험프로그램지원사업자로 선정되었으며, 드라마 '최고의 치킨'의 촬영지, 대만, 태국, 홍콩방송 등지에서 촬영하는 등 인기 체험테마관광지로 자리매김하고 있다. 단산지를 끼고 있는 봉무레포츠공원, 섬유박물관, 방짜유기박물관, 동화사, 시민안전테마파크, 팔공산 케이블카 등 함께 둘러볼 곳이 많아 관광객들이 많이 찾고 있다.",,http://ttland.co.kr/,대구광역시 동구 팔공로 220-2,"09:00~16:00
※ 자세한 사항은 전화문의 요망",매주 월요일 / 1월 1일 / 설·추석 연휴,가능,,"10,000원",대구 치킨체험 테마파크 땅땅치킨랜드 치킨을 직접 만들수있는 체험도 할수 있어서 치킨을 좋아하는 가족이라면 한번쯤 가서 맛난 치킨 직접만들어 먹는 시간 가지고 저도 나중에 아이데리고 가볼려구요 치큼체험 테마파크 넘넘 가보고싶어요 저희 아이들이 일주일에 2치킨 할 정도로 치킨을 사랑하는데 여기가면 두눈이 반짝반짝할것같네요 치킨체험 테마파크라니 궁금해서 가보고싶네요! 가족 4명이 체험 하기에는 비용이 비싼 느낌입니다^^;; 땅땅치킨ㅋㅋㄱ진짜맛있는데 가보고싶네요 땅땅치킨랜드라니 우와~~최고에요 기대되는곳이네요 꼭 가보고싶어요 색다른체험 아이들이랑 해보고싶어요,,장애인 화장실 있음,치킨체험 / 치킨버거 체험 등,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음(1대)_무장애 편의시설,,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),,,,"[일반]
- 치킨체험 22,000원
- 치킨버거 체험 28,000원
[단체 및 어린이]
- 치킨체험 19,000원
- 치킨버거 체험 25,000원",,,,,,,,,,,,,,,,,,,
영남제일관,"대구 읍성은 1590년에 처음 만들 때는 흙으로 쌓은 토성(土城)이었으나 임진왜란 때 허물어진 뒤 1736년에 돌로 다시 쌓아 석성(石城)으로 만들었다. 성에는 동서남북에 네 개의 정문을 두었는데, 동문은 진동문(鎭東門), 서문은 달서문(達西門), 북문은 공북문(拱北門)이라 하였다. 그리고 영남제일관(嶺南第一關)은 이곳의 남문이었다. 1906년 읍성이 철거될 때 성문들도 함께 철거되었다. 영남제일관은 1980년에 만촌동 현 위치로 그 자리를 옮겨 중건한 것으로, 형태는 처음의 모습을 참조하였으나 규모는 원래의 것보다 더 크다. 영남제일관은 역사적 가치가 있을 뿐만 아니라 대구 주민들의 산책 코스로도 애용되고 있으며 야경의 모습이 아름다워 많은 사람들이 많이 찾는 곳이다.",,https://www.suseong.kr/tour,대구광역시 수성구 팔현길 248,"[하절기(4월~11월)]
- 평일 09:00~18:00
- 주말 10:00~18:00
[동절기(12월~3월)]
- 평일 09:00~18:00
- 주말 미개방
※ 자세한 사항은 전화문의 요망",연중무휴,가능,,무료,가끔 작은 행사같은것도 합니다. 주차는 편한데 이것만 보러 오기에는 아쉽습니다. 가볍게 한바퀴 둘러보기엔 좋습니다. 원래 있던 자리는 아니고 크기도 원래크기보다 30%크게 지어졌다고 군데 군데 잘못된 부분이 있다는 고증을 통해 좀더 잘 재현 되었더라면 하는 아쉬움이 생긴다,,장애인 전용 화장실 있음(호텔인터불고 대구 화장실 이용 가능),,,,,,출입구까지 경사로가 설치되어 있음,장애인 전용 주차구역 있음_무장애 편의시설(호텔인터불고 대구 주차장 이용 가능),,,,주출입구는 단차가 없어 휠체어 접근 가능함,,,,,,,,,,,,,,,,,,,,,,,
군위 아미타여래삼존 석굴,"군위 부계면 남산리에는 신라 소지왕 15년 극달화상이 창건한 삼존석굴이 있다. 국보로 지정된 삼존석굴은 깎아지른 듯한 절벽의 자연동굴에 아미타불과 대세지보살, 관음보살이 온화한 자태를 드러내고 있다. 1960년대 말까지 세인들의 눈에 띄지 않았다가 1970년대 초 학자들에 의해 경주석굴암 보다 1세기 이상 일찍 창건된 것으로 그 모태임이 밝혀져 문화유산으로서의 가치성을 인정받았다. 신라 소지왕 15년(493)에 극단 화상이 창건했으며 석굴은 바닥은 평면이고, 네모 반듯한 형상으로 천장은 한가운데가 제일 높고 사방 주위는 차차 낮아지는 하늘 형상이다. 석굴 내에는 본존불인 아미타불과 좌우로 대제지보살, 관음보살이 있고 본존불의 결가보좌한 모습과 깎은 머리, 얼굴 모습은 풍만하며 거대하고 엄숙한 기품이 있다. 양쪽 귀는 길고, 목은 알맞게 바르게 한 선으로 뻗어 있으며 법의를 걸친 어깨 모습은 섬세하고 우아하다. 어깨는 벌어져 장대한 체구이고, 법의는 간단하면서도 예스러운 무늬로 넓은 무릎을 걸쳐 받침 자리 전면을 덮었다. 고구려에서 전해진 신라불교가 팔공산 자락에서 꽃 피워지고 신라 왕도 경주로 전해져 결실을 맺었다. 팔공산 비로봉에서 뻗어 내려온 산줄기는 이곳에서 거대한 바위산 절벽을 이루었고, 이 절벽 허리 20m 높이에 남으로 향한 둥근 천연동굴에 삼존불상을 봉안하였으니 섬존석굴이라 한다.",,https://www.gunwi.go.kr/tour/,대구광역시 군위군 부계면 남산4길 24,상시 개방,연중무휴,가능,국보 군위 아미타여래삼존 석굴 (1962.12.20. 지정),무료,팔공산 근처에 있는 제 2의 석굴암을 방문했어요 경주에 있는 석굴암보다 규모는 작지만 유래를 보면 경주석굴암보다 먼저 창건된것으로 나와있어 신기한 마음으로 경건하게 보았습니다 규모는 작지만 마음이 편안해지고 차분해지는게 또 다시 방문하고 싶네요 날씨도 좋아지니 가족들과 또 계획해 봅니다! 주변에 시원한 시냇물이 흐르고 자연동굴에 아미타여래삼존석굴이 잘 보존되어 있네요 친정엄마와 늦은 여름 여행을 가다.. 아미타여래삼존석불... 시원한 계곡물소리와 살랑 불어오는 바람을 맞으며 찾았다 더 가까이서 보고 싶었지만 통제되어 있었다... 하지만 불자들의 염원이 느껴지는 고즈늑한 분위기...수없이 던져놓은 동전으로 확인... 주차장이 따로 있어요 걸어서 약 5분에서 10분 거리입니다ㅎ가는길에 주막들이 발길을 사로잡으니 맘 단디 먹으시구요. 삼존석굴은 그냥 사람이 제일많은곳으로 가면됩니다. 가까이는못보고 멀리서봐야해요 먼가 신비로운 마음이 들겁니다. 한 번 꼭 가보고싶어요! 경주 석굴암의 모태라는것을 이번 여행을 통해서 알게되었다는^^ 대단해요~~!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
독무재,"독무재는 벼슬도 마다하고 향리에 은거하며 후진 양성에 전념한 하시찬을 추모하기 위해 그의 문인과 유림들이 힘을 모아 건립한 추모 재실이다. 하시찬은 1750년 지금의 대구 수성구 만촌동에서 태어나 당대의 석학이던 김경호, 송성담의 문하에서 수학하였다. 지금의 독무재가 있는 곳에서 서쪽으로 떨어진 곳에 독무암루를 짓고 후학을 양성하였고, 팔례절요 2권을 저술하기도 하였다. 원래 동구 효목동 경북주유소 부근 경부선 철로 변에 있었으나 대구시 3차 우회도로가 개설되면서 1968년 4월에 지금의 자리로 이건 되었다. 이건 시 독무재 서남쪽에 별도의 담장을 두고 사당인 경덕사와 팔례절요와 열암문집 판각이 보관된 장판각을 새로 지었다. 주변으로 동촌파크광장놀이공원과 국리대구기상과학관, 아양아트센터, 망우단공원 등이 있어 함께 둘러볼 만 하다.",,https://www.suseong.kr/tour,대구광역시 수성구 화랑로42길 31,※ 자세한 사항은 전화문의 요망,※ 자세한 사항은 전화문의 요망,불가능,대구광역시 문화유산자료 독무재 (1989.06.15. 지정),무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달성 현풍 석빙고,"현풍석빙고는 얼음을 저장하기 위해 돌을 쌓아 만든 창고이다. 남북으로 길게 축조되어 있으며, 출입구가 개울을 등진 능선 쪽에 마련된 남향구조이다. 돌의 재질은 모두 화강암으로 외부에서 보면 고분처럼 보인다. 입구는 길쭉한 돌을 다듬어 사각의 문틀을 만든 후 외부공기를 막기 위해 돌로 뒷벽을 채웠다. 외부는 돌을 쌓고 점토로 다져서 흙을 쌓아 올렸다. 잘 다듬어진 돌로 벽과 천장을 쌓았는데 천장에는 무지개 모양의 홍예(虹霓)를 네 개를 틀어 올리고 그 사이사이에 길고 큰 돌을 얹어 아치형을 이루게 하였다. 천장에는 통풍을 위한 환기구가 두 군데 설치되었고 빗물에 대비한 뚜껑이 있다. 바닥은 평평한 돌을 깔고 중앙에 배수구를 두었다. 당시에는 얼음창고가 마을마다 설치된 것이 아니었음에도 불구하고, 규모가 작은 현풍고을에 이러한 석빙고가 만들어진 것은 주목할 만한 일이다. 1982년 석빙고 주위의 보수작업 때 축조 년대를 알려주는 건성비(建城碑)가 발견됨으로써 1730년에 만들어진 것임을 알게 되었다.",,https://www.dalseong.daegu.kr/culture/,대구광역시 달성군 현풍읍 상리,상시 개방,연중무휴,가능,보물 달성 현풍 석빙고 (1980.09.16. 지정),무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
